레시피 제목,요리명,요리재료,레시피내용
냉동꽃게로 만든 양념게장 황금레시피 : 매콤달콤 꿀맛 반찬 ♥,양념게장, 냉동 간장(소주컵) 고춧가루 설탕 물엿 소금 미림 다진 다진 다진 청양고추 홍고추 후추 통깨,"['청양고추 2개와 홍고추 1개, 대파 1/3대를 잘게 썰어주시고요.다진 마늘 1 큰 술과 다진 생강 2 큰 술도 준비해주세요.', '냉동 꽃게도 4마리 준비합니다.', '냉동 꽃게 손질부터 해줄게요.먼저 칫솔로 꽃게 구석구석 잘 닦아주시고요.다리 끝을 가위로 잘라주세요.', '꽃게의 배를 열어 칫솔로 잘 닦아준 뒤 뚜껑을 열어 몸통 양쪽에 붙어 있는 아가미와 머리 쪽에 붙어 있는 모래주머니를 제거한 다음 칫솔로 한 번 더 구석구석 닦아주세요.(떼어낸 머리 구석 부분에 내장이 숨어 있을 수 있으니 손가락으로 슥 한 번 긁어주시는 것도 좋아요 ^^)', '꽃게 입도 깔끔하게 정리하고요.', '손질이 끝난 꽃게는 4등분으로 나누어 줍니다.(집게 다리는 먹기 불편하므로 국거리로 쓰려고 따로 빼두었어요.)', '먹기 좋게 자른 꽃게는 체에 밭쳐 물기를 빼주세요.', '이제 양념장을 만들어줄게요.간장 1컵(소주잔으로), 고춧가루 5 큰 술, 설탕 2.5 큰 술, 물엿 1 큰 술, 소금 1/2 작은 술, 미림 1/2 큰 술, 다진 마늘 1 큰 술, 다진 생강 2 큰 술, 다진 파 2 큰 술을 넣고 잘 섞어주세요.', '볼에 꽃게와 양념장을 넣고, 숟가락으로 조심스레 섞어주시고요.마지막으로 다진 청양고추, 홍고추, 통깨 약간, 후추 약간 넣고 한 번 더 섞어주기만 하면, 매콤달콤 양념게장 만들기는 요렇게 간단하게 끝이 나요!', '꺄 +_+ 진짜 맛있겠죠? 만들자마자 다리 하나 먹어봤는데 개꿀맛 핵꿀맛 !!!정말 말이 필요 없더라고요 ♥', '오늘도 이렇게 맛있는데, 내일 되면 얼마나 더 맛있을까요?! **하루 더 숙성시켜주면, 더욱 맛있는 양념게장을 드실 수 있답니다.**', '신랑도 오래간만에 먹은 양념게장이 입에 딱 맞았는지 역시 양념게장 하면 우리 마누라라며 엄지를 척 들어 올려주더라고요 > _<응. 내가 생각해도 그런 것 같아 ㅋㅋㅋㅋㅋㅋ']"
깨쟁이요리 비트물김치 양배추물김치,비트물김치, 양배추 물 비트 양파 배 생강 마늘 홍고추 청양고추,"['양배추1/2를 소금한줌으로3시간 절여줍니다.', '흐르는물에 살짝헹군뒤물기를빼놓습니다.', '양파1.배1/2.생강3T를넣고 총15분 삶아줍니다.얇게썰어야 빨리익습니다.', '마지막5분전에 새우젓2T로간을 합니다.', '배1/2.비트1/2를 얇게썰어둡니다.', '양념 마늘3T.홍고추2청양2개를 썰어두고', '식힌 2L물을 부어줍니다.마지막까지 꾹눌러줍니다.또는 거름보자기천으로 짜줍니다.', '실온에 하루숙성후냉장보관 2~3일후먹습니다.']"
오이소박이 칼집 넣는 방법~ 이런 방법도 있어요.,오이소박이, 오이 부추 소금 고춧가루 마늘 생강 통깨 까나리액젓 매실청,"['오이는 소금으로 박박 문질러 씻어건지고요.가을인데 오이가 제법 아삭한 것이 맛이 좋더라고요.', '오이는 양 끝을 자르고요.4등분 한 다음', '끝으로 1cm 정도 남기고 칼집을 넣고요.', '다시 반대편에도 끝으로 1cm 남기고 칼집을 넣어줍니다.', '소금 1큰술 준비했고요.오이 칼집 넣은 곳으로 소금 1꼬집씩 넣어주었어요.40분 절였는데요.', '소금 간이 아주 잘 들었어요.40분 후오이는 손으로 수분을 꼭 짜서 준비하고요.소금은 물에 헹구지 않았어요.이렇게 단단하게 물기를 꼭 짜주면 오이가 꼬독꼬독 아삭한 게 아주 맛있는 오이소박이가 만들어져요.', '오이가 절여지는 동안 양념을 만들었어요.부추는 2cm 정도로 자르고요.', '볼에 부추를 담고까나리액젓 2 큰 술로 간을 주고매실청 2 큰 술로 단맛을 냈어요.', '마늘 2 큰 술과 고춧가루 5 큰 술 넣고 생강 0.5 작은 술 넣고통깨 2 큰 술 넣고요.', '이렇게 오이소박이 소를 만들어 준비했어요.', '속을 꼭꼭 채워 넣고요.오이소박이 양쪽으로 칼집을 넣어도 모양은 일반 오이소박이 모습과 같아요.', '오이소박이 양쪽으로 칼집을 넣어도 모양은 일반 오이소박이 모습과 같아요.열십자로 칼집을 넣으면끝이 두꺼워서 잘라먹기에 불편함이 있었는데이렇게 칼집을 넣으니먹을 때 잘라져서 먹는데 편했어요.', '오이 5개라 양이 많지 않아요.매실청 넣어 달콤 새콤한 맛도 나는 것이 밥반찬으로 시원하고 좋더라고요.오이 5개만 담가서 익힐 필요도 없이 그냥 먹었는데이 맛도 개운했어요.']"
김치용 밀가루풀사용~ 무깍두기,무깍두기, 무 양파 실파(쪽파) 열무(무무청) 김치용 마른홍고추(생홍고추) 멸치액젓(소금) 까나리액젓(소금) 고추가루 다진마늘 매실청(매실액) 생강가루(생략가능) 멸치액젓(간맞춤용),"['김치용 멸치다시마육수 밀가루풀 - (육수200cc.밀가루15cc.뉴슈가2.5cc(생략가능).미원1.3cc(생략가능))레시피확인하세요.  @6877888 ', '우선 마른홍고추5개를 물에 불리기(생홍고추사용가능)', '무는 맛나보이고 큰걸로 모양은 좀 아닌듯하지만요. 무(1.8~2kg) 1개, 실파 5개, 열무 1포기(무무청), 양파 1/2개 준비하기', '양파 1/2개는 넙직하고 네모나게 깍두기 크기로 잘라준비하기(갈아넣어도 되고요)', '무는 절이지 않고 바로 쓸거니깐요. 알맞은 깍두기 크기로 잘라주기', '실파 5개는 잘게 자르고, 열무1포기는 깍두기길이로 자르기', '불린 마른 홍고추 5개를 잘 빠아 마늘 15cc, 매실청 15cc, 생강가루 0.3cc(생략가능-미세한 쓴맛이남)', '양념에 멸치액젓 75cc(소금15cc), 까나리액젓 60cc(소금15cc) 넣고 섞어주기(절이지않은 무1(2kg)개에 알맞는기본 소금45cc)', '절이지 않은 무에 김치용 밀풀200cc을 먼 저 버무려 주기 - 밀풀이 먼저 무에 묻어 맛이 베이고 양념과 액젓을 잡아주기위함(멸치다시마육수 밀가루풀참고요)', '양념을 부어 버무려주고 간보기(간이 부족하면 액젓으로 15~30cc까지 간추가하기 - 익으면서 무에서 물이많이 나와 국물이 많아져 간이 적당해져요)', '고추가루 45cc로 색감맞추기(취향것 15cc추가하기)', '손질한 실파, 열무 넣고 살살섞어주기', '통에 담고 남은 양념은 물 좀 부어 마저담고, 뚜껑반드시 꼭 닫아 실온에 2~3일이상 숙성 후 냉장 보관하기(깍두기국물이 끝까지 차올라 국물로 인해 간이 맞추어져요)']"
김치용 밀가루풀사용~ 열무김치,열무김치, 열무 양파 실파 마른홍고추 소금 멸치다시마 밀가루 뉴슈가 미원 매실청 마늘 생강가루 멸치액젓 까나리액젓 고추가루 멸치액젓,"['멸치다시마육수를 내서 400cc 준비하기(360cc정도나와 남은 육수와 함께 씀 - 모자르면 물로 400cc맞추고요) - 김치용 멸치다시마육수 밀가루풀 참고요  @6877888 ', '육수 400cc, 뉴슈가 2.5cc(생략가능), 미원 1.3cc(생략가능), 밀가루 60cc 넣고 잘 저어 밀가루풀쑤기', '밀풀이 잘 쑤어지고 뽀글거리면 불끄고 식히기', '마른 홍고추 10개를 물에 불려 준비하기생홍고추사용가능', '열무1단을 손질하며 씻어 물기 빼기', '열무를 취향것 7~10cm길이로 자르기', '씻어 물기 빼고 알맞게 자른 열무에 소금30cc로 살짝 숨죽게 절이기기본간이 소금30cc이니 참고요', '불린 마른 홍고추 10개를 잘 빠아 매실청 30cc, 마늘 30cc, 생강가루 0.5cc, 멸치액젓 15cc, 까나리액젓 15cc 넣고 섞어 양념만들기', '액젓에 절여져 숨이 좀 죽은 열무 절인물에 밀풀 400~420cc 섞어 열무와 한번 버무려 주기', '양파 1/2개, 실파(쪽파) 10개를 길게 잘라 밀풀에 버무린 열무에 넣기', '열무 그릇을 기울여 열무 절인물, 액젓, 밀풀이 섞인 물에 양념섞어 한번 버무려주기', '이대로 먹어도 좋으나 색감을 위해 고추가루 30cc 넣어 색감내기고추가루 취향것 15cc 추가하기', '기본간이 소금30cc이나 간을 보아 좀 모자르면 취향것 멸치액젓 15~30cc추가하기', '통에 담아 반드시 꼭 뚜껑닫아 하루이상 취향것 숙성 후 냉장 보관하기']"
깍두기,깍두기, 무 무 소금 물 고춧가루 멸치액젓 새우젓 마늘(큰 양파 생강(작은 밀가루 물 밀가루 그리 설탕 통깨,"['무는 깍둑썰기를 해준다.', '굵은 소금을 물에 풀어준다.', '소금물을 부어주고 덜 녹은 소금은 위에 뿌려둔다.', '밥, 양파 매실엑기스를 넣고 도깨비 방망이(믹서기)로 갈아 준다.', '갈아둔 재료, 새우젓, 마늘, 대봉 감을 넣어 양염장을 만든다.', '간이 된 무는 2~3번 헹궈 물기를 빼준 후 양념에 버무려준다.', '2~3번 나눠서 버무려 준 후 씻어 둔 굴을 마지막에 넣고 살살 버무린다.']"
매콤한 양념게장  생물꽃게 손질까지,양념게장, 생물 소주 레몬 통깨 참기름 간장 간장 올리고당 설탕 후추 고춧가루 양파 다진 간 간 청고추 홍고추 대파 간생강 깻가루,0
파김치 담그기 제철 요리,파김치, 파김치 쪽파 다진 다진 고춧가루 멸치 찹쌀풀 찹쌀가루 물,"['파는 뿌리와 떡잎을 제거하고 깨끗하게 세척 후 물기 제거합니다파의 끝은 세척 후 잘라줍니다', '넓은 볼에 쪽파를 가지런히 담고 줄기부분을 약간 기울여주고 멸치 액젓을 뿌리듯 부어 약 1시간 30분간 절입니다 중간중간 뒤적여 골고루 절일 수 있게 도와주었어요멸치 액젓은 뿌리부분으로 부어주어요', '쪽파 절이는 동안 찹쌀풀을 쑤어 식혀주어요양념 만들기-식힌 찹쌀풀 2컵에 고춧가루 마늘 생강을 넣어 섞어주세요양념을 미리 만들어 놓으면 고춧가루의 날 내가 나지않아요', '절여진 파는 기울여 멸치 액젓을 양념에 조금 넣어 양념을 묽게 합니다양념이 묽어야 버무리기가 좋아요', '쪽파에 양념 넣고 살살 버무려줍니다줄기부분에 양념을 발라주고 이파리는 양념이 살짝만 묻어도 됩니다', '골고루 버무리고~', '서늘한 실온에 3~4일 두어 숙성 후 냉장 보관합니다']"
부추김치:푹 익혀먹어야 제맛,부추김치, 부추 멸치액젓 올리고당 양파청 고춧가루 배 다진마늘 생강가루,"['부추는 깨끗이 씻어 물기를 빼둔다만약 절인다면 멸치액젓으로 절이고그 절인 액젓에 양념한다', '멸치액젓2,고춧가루4,양파청2,올리고당1~2,배 갈아서4큰술,다진마늘, 생강가루 넣어 양념을 만든다', '부추를 양념에 무친다는 느낌으로 가볍게 버무린다', '하루이틀 실온에 두었다가 냉장고에 넣고푹 익혀먹는다']"
청경채김치와 오이김치:따로 또 같이,청경채김치, 청경채 가시오이  굵은소금 고춧가루 홍고추(또는 액젓 새우젓 배 다진마늘 생강가루 양파 양파청 올리고당,"['청경채는 깨끗이 씻어 반으로 자른 후 소금물에 흰부분만 잠기게 두어 30여분 정도 절인다. 오이도 썰어서 따로 절인다.', '양념재료를 한데 모아 핸드블렌더로 갈아주고', '잘게 썬 부추를 섞어 김치양념을 만든다.', '절인 청경채는 씻을 필요없이 물기만 털어내고 양념에 버무린 후 김치통에 차곡차곡 담는다.손 댈 필요도 없이 숟가락으로 발라주면 편하다.', '절인 오이는 물만 따라내고 씻지 않은 상태로 김치양념에 버무린다.']"
오포댁 감사의 마음을 담아 초롱무김치 담았어요,초롱무김치, 초롱무 굵은소금 찹쌀가루 마늘 황도복숭아 홍고추 고추가루 새우젓 액젓,"['착한 성호시장 야채가게에서이렇게 초롱무를 다듬어서 팔더라고요 ㅎㅎ오포댁에겐 행복이 아닐 수 없겠죠?요즘 야채값이 너무 비싸긴 하지만받은 돈에 비하면 매우 저렴한 금액으로 다듬어 놓은 초롱무를 구입했답니다', '너무 커서 절여지지 않을까 봐초롱무는 반으로 잘라주었어요', '잘 씻은 초롱무소금 한 대접 넣고 절여줍니다', '초롱무 절여질 동안 찹쌀 풀도 쑤어 놓고요', '마늘도 준비', '이번 초롱무김치는 황도 복숭아 넣을 거예요시댁에서 농사지어 주신 황도당도가 좋아 설탕대신 사용하려구요상처 난 황도만 골라 믹서기에 갈아줍니다', '황도복숭아와 양파한개에 액젓까지 넣고 갈아 준비해 둔 모습이예요', '거의 절여진 초롱무초롱무가 얼마나 크던지 두 시간은 절인 거 같아요', '홍고추와 복숭아 갈아 놓은 것에찹쌀 풀, 고춧가루, 마늘그리고새우젓 2스푼, 까나리액젓 2스푼 넣고버무려 주기만 하면초롱무김치 담그는 법 모두 끝나네요좀 어려워 보여야 하는데 뭐가 이렇게 쉽죠?', '다 담고 나니 쪽파 모습이 안 보이네요 ㅠㅠ지인 줄 거라고 신경 쓴다더니...허당 오포댁 정말 어쩔 수가 없네요 ㅠ스티커 이미지', '완성된 초롱무김치 모습맛있게 되야 할 텐데 걱정이네요~~항상 느끼는 거지만 오포댁 주변에는좋은 사람이 너무 많아요아무리 힘들어도 주변 사람들 때문에힘내서 또 버텨내게 되네요']"
가을배추와 너무 잘 어울리는 연어캔쌈장,연어쌈장, 재래된 고추 양 연어 다시육수or물 마  통 설,"['팬에 된장 고추장을 같은 비율로 넣습니다.', '육수나 물조금 넣고 농도를 맞춥니다. 양파는 다집니다. 양파를 넣고 볶습니다.', '양파가 익으면 연어 캔, 마늘, 파를 넣고 볶습니다.', '불을 끄고 통깨를 넣고 예열로 볶습니다.', '그릇에 담아냅니다.']"
김치용 밀가루풀사용~ 오이깍두기,오이깍두기, 오이 양파 실파(부추) 마른홍고추(생홍고추) 고추가루 마늘 생강가루(생략가능) 매실액 까나리액젓(소금) 멸치액젓 멸치다시마 밀가루 뉴슈가(생략가능) 미원(생략가능) 멸치액젓(간맞춤용),"['멸치다시마육수100cc.밀가루7.5cc.뉴슈가1.3cc(생략가능).미원(생략가능)0.7cc로 밀풀쑤어 잘 쑤어지고 보글거리면 불끄고 식히기.(김치용 멸치다시마육수 밀가루풀 참고요) @6877888 ', '오이5개(대략1.1kg).양파1/4개.실파(쪽파)3~5개나 부추 한줌 준비하기.', '오이를 잘씻어 취향것 3~4cm로 자르기.', '물을 끓여 물이 끓으면 불을끄고 오이를 20분간 뜨거운물에 담그기.(무르지않고 아삭함을 위해 - 소금은 넣지 않아요)', '20분간 끓는물에 담구었던 오이를 찬물로 식혀 물기 빼기.', '물에 불린마른홍고추(생홍고추)2개를 잘 빠아 마늘7.5cc.생강가루0.1cc.매실액15cc.까나리액젓45cc(소금15cc).멸치액젓30cc넣고 양념만들기.(오이5개 기본간은 액젓75cc(소금15cc) 참고요))', '물기뺀 오이에 김치용 멸치다시마육수 밀가루풀을 100cc넣고 버무리기.(오이에 맛이 베게하기위함)', '밀풀에 버무린 오이에 양념넣고 버무리기.(간을 보고 취향것 멸치액젓15~30cc넣어 간맞추세요)', '알맞게 버무려진 오이에 고추가루 30cc넣어 색감맞추기.(취향것 15cc추가하기)', '양파 1/4개, 실파(쪽파)3~5개나 부추 한줌 잘라 오이에 넣고 버무리기.', '반드시 꼭 뚜껑닫아 통에 담아 하루이상 숙성후 냉장보관하기.']"
간장끓이지않고 냉동새우로 간장새우장 만드는법,간장새우장, 새우 진간장 사이다 매실액 소주 청양고추 홍고추 생강 통마늘 월계수잎 통후추 레몬,"['새우는 흐르는물에 깨끗히 씻은다음 손질을 해줍니다.', '새우손질법은 가위만 준비하시면되요!새우 머리쪽 뿔과 아래 긴수염을 잘라주고', '꼬리에 뾰족한 물총도 제거해주세요.', '손질한 새우는 채반에 받쳐 물기를 제거한다음 사용하면됨!', '부재료들을 준비합니다. 모두다 쫑쫑 썰어준비하시면되요~통마늘도 향이 더 잘나게하기위해 편으로 썰어주기!', '적당한 사이즈 통에 새우를 차곡차곡 담고~ 썰어둔 고추, 레몬, 생강 등을 담아준다음 통후추 반숟갈 넣어주고~', '위에 비린내를 잡아줄 레몬과 월계수잎 올려준 다음', '분량대로 간장물을 만들어 잘섞어 부어주시면됩니다.따로따로 넣지마시고 다른그릇에서 잘섞은다음 부어주세요!!', '냉장실에서 3-4일 숙성 후 드시면됩니다. 혹시 더 오래 보관하고싶으시면 새우는 건져내서 냉동보관하시고~ 간장물은 따로 한번 끓여 냉장실에 보관하시면서 새우위에 부어 드시면되요.', '저는 5일째 먹은게 간이 쏙쏙 잘배어 맛있더라구요^^ 그리고 굳이 냉동보관하시지마시고.. 조금씩 자주 담구시는걸 추천해요~~']"
